post_id,platform,platform_post_id,post_url,created_at,day_of_week,post_hour,post_type,media_type,caption,hashtags,num_hashtags,mentions_count,has_call_to_action,call_to_action_type,content_topic,sentiment_tone,caption_length,features_resident_story,campaign_name,is_boosted,boost_budget_php,impressions,reach,likes,comments,shares,saves,click_throughs,video_views,engagement_rate,profile_visits,donation_referrals,estimated_donation_value_php,follower_count_at_post,watch_time_seconds,avg_view_duration_seconds,subscriber_count_at_post,forwards,is_peak_hour,is_peak_day,has_video_content,is_impact_or_fundraising,engagement_per_follower,has_donation,log_donation_value
86,LinkedIn,li_2326736034499294,https://linkedin.com/feed/update/urn:li:activity:8868898240939584237,2023-01-08 10:14:00,Sunday,10,EventPromotion,Text,SAVE THE DATE! Join us on January 21 for Fundraiser Gala. All proceeds support our girls. https://lighthouse.ph/donate?utm_source=linkedin,,0,0,0,,Reintegration,Urgent,138,0,,0,,554,336,27,7,12,4,3,,0.1411,8,0,0.0,457,,,,,1,0,0,0,0.0003087527352297593,0,0.0
14,YouTube,yt_3081225748477922,https://youtube.com/watch?v=YjieCg8LnW_,2025-02-26 10:35:00,Wednesday,10,ImpactStory,Video,"What a year for Gabriela! Started the program unable to read, now top of her class. Your donations = transformed lives. #DonateNow",#DonateNow,1,1,0,,Reintegration,Grateful,130,1,,0,,6527,4760,190,23,78,18,87,5417.0,0.0479,69,7,10319.38,434,379190.0,70.0,559.0,,1,0,1,0,0.00011036866359447005,1,9.241875860063077
256,TikTok,tk_6443883937606786,https://tiktok.com/@lighthouse_ph/video/4989267962384091927,2023-05-28 19:58:00,Sunday,19,EventPromotion,Reel,Mark your calendar: Fundraiser Gala on June 17 - it's going to be special. https://lighthouse.ph/donate?utm_source=tiktok,"#SafeHaven, #SpreadTheWord",2,1,0,,AwarenessRaising,Celebratory,121,0,Summer of Safety,1,2997.73,31746,20000,3468,396,543,361,302,25089.0,0.1972,1337,18,28865.64,916,,,,,1,0,1,0,0.00021528384279475982,1,10.270441882094461
183,Facebook,fb_2119079324527575,https://facebook.com/lighthouse.ph/posts/2119079324527575,2025-12-02 22:17:00,Tuesday,22,EducationalContent,Video,"Did you know? 80% of trafficking survivors show symptoms of PTSD That's why education is SO important for at-risk girls. #HopeForGirls, #YearEndHope","#HopeForGirls, #YearEndHope",2,1,1,DonateNow,CampaignLaunch,Informative,148,0,,1,447.74,11178,7073,219,57,50,30,399,10347.0,0.0379,46,1,637.53,2423,,,,,0,1,1,0,1.5641766405282707e-05,1,6.459168659490206
35,Facebook,fb_4706950290585423,https://facebook.com/lighthouse.ph/posts/4706950290585423,2024-09-14 23:49:00,Saturday,23,ThankYou,Video,We say 'thank you' but it never feels like enough. Your generosity is literally saving lives.,#ChildProtection,1,0,1,LearnMore,DonorImpact,Emotional,93,0,,1,537.01,2514,1701,145,17,35,10,85,2324.0,0.0916,37,0,0.0,2027,,,,,0,0,1,0,4.518993586581155e-05,0,0.0
459,WhatsApp,wa_6769940530445360,https://whatsapp.com/channel/lighthouse_ph/6769940530445360,2025-10-31 05:58:00,Friday,5,Campaign,Text,"Our GivingTuesday campaign is LIVE! Every peso counts toward keeping our girls safe. Can you help us reach our goal of P65,000? https://lighthouse.ph/donate?utm_source=whatsapp",,0,0,1,LearnMore,CampaignLaunch,Hopeful,176,0,,0,,519,297,7,2,1,0,15,,0.036,2,0,0.0,1543,,,,1.0,0,0,0,0,2.3331173039533376e-05,0,0.0
473,Instagram,ig_8884106233072876,https://instagram.com/p/JeS37ZagkP1,2024-07-05 20:17:00,Friday,20,EventPromotion,Video,You're invited! Volunteer Day is happening July 14. We'd love to see you there. https://lighthouse.ph/donate?utm_source=instagram,"#ProtectChildren, #DonateNow, #ChildRights, #HumanTrafficking",4,1,0,,Gratitude,Informative,129,0,,0,,2333,1458,118,41,16,15,22,1457.0,0.0948,34,0,0.0,1796,,,,,0,0,1,0,5.278396436525612e-05,0,0.0
529,Instagram,ig_5129900136072862,https://instagram.com/p/sYhZp-0AvhH,2023-01-06 11:30:00,Friday,11,EducationalContent,Photo,"What does freedom mean to a trafficking survivor? We asked Lucia, and her answer will stay with you. https://lighthouse.ph/donate?utm_source=instagram","#SurvivorStrong, #BeTheChange, #HumanTrafficking, #ChildRights",4,0,0,,Education,Celebratory,150,0,,0,,6362,4395,548,110,149,59,85,,0.1745,335,2,4708.45,1833,,,,,1,0,0,0,9.519912711402072e-05,1,8.457326407368207
365,TikTok,tk_9977961403584507,https://tiktok.com/@lighthouse_ph/video/6746683117542289827,2023-11-03 10:19:00,Friday,10,ThankYou,Carousel,"Grateful. So grateful. For supporters like you who get it. Thank you. #HopeForGirls, #YearEndHope, #OSAEC, #HumanTrafficking, #Viral","#HopeForGirls, #YearEndHope, #OSAEC, #HumanTrafficking, #Viral",5,1,0,,Gratitude,Grateful,132,0,,1,2139.93,10192,7038,193,41,39,29,93,,0.0404,75,0,0.0,916,,,,,1,0,0,0,4.410480349344978e-05,0,0.0
373,YouTube,yt_3570508281333635,https://youtube.com/watch?v=UXdj7KHr7gP,2023-03-25 12:38:00,Saturday,12,EducationalContent,Video,Did you know? 1 in 4 girls in developing countries lack formal education That's why education is SO important for at-risk girls. #BeTheChange,#BeTheChange,1,0,0,,Health,Hopeful,141,0,,0,,2805,1578,83,19,13,9,27,1826.0,0.0621,24,0,0.0,620,365200.0,200.0,222.0,,0,0,1,0,0.00010016129032258065,0,0.0
667,Facebook,fb_4490268082715666,https://facebook.com/lighthouse.ph/posts/4490268082715666,2024-07-30 19:23:00,Tuesday,19,ImpactStory,Photo,"Six months ago, Sofia didn't believe in herself. Now watch her SHINE. The change you make is real. https://lighthouse.ph/donate?utm_source=facebook",#BacktoSchool,1,0,1,LearnMore,CampaignLaunch,Hopeful,147,1,,0,,4947,3143,385,58,203,48,171,,0.17,188,17,22072.01,2489,,,,,1,1,1,0,6.83005222981117e-05,1,10.002110874183288
501,Instagram,ig_7044316819925131,https://instagram.com/p/I3IByC3rrjA,2025-09-22 21:04:00,Monday,21,ThankYou,Video,"P21,000 might not sound like a lot, but to Camila it means SAFETY. Thank you, Carlos. #SafeHaven",#SafeHaven,1,1,1,SignUp,Gratitude,Grateful,96,0,,0,,11915,7639,572,264,141,103,369,14496.0,0.1497,414,2,3644.91,1816,,,,,0,1,1,0,8.243392070484582e-05,1,8.201361270348091
232,Twitter,tw_9399843721474073,https://twitter.com/lighthouse_ph/status/6402691936747784008,2025-12-21 16:49:00,Sunday,16,FundraisingAppeal,Text,"The P169,000 we need each month covers so much: safety, healing, education, hope. We're 43% short. Help us? https://lighthouse.ph/donate?utm_source=twitter","#BreakTheCycle, #BeTheChange",2,0,1,ShareStory,Health,Hopeful,155,0,Year-End Hope,0,,1693,1268,92,44,16,9,56,,0.1037,49,4,11067.91,1222,,,,,0,0,0,1,8.486088379705401e-05,1,9.311895556536777
610,Facebook,fb_5170634633083266,https://facebook.com/lighthouse.ph/posts/5170634633083266,2023-03-09 23:45:00,Thursday,23,EventPromotion,Text,Mark your calendar: Awareness Walk on March 26 - it's going to be special. https://lighthouse.ph/donate?utm_source=facebook,#MakeADifference,1,2,1,ShareStory,EventRecap,Celebratory,123,0,,0,,2773,1654,163,37,33,16,54,,0.1114,66,0,0.0,2489,,,,,0,0,0,0,4.475693049417437e-05,0,0.0
520,Instagram,ig_7833097333534114,https://instagram.com/p/xz_mqObirR6,2026-02-08 14:50:00,Sunday,14,EducationalContent,Carousel,Our girls are learning. Today's lesson: SELF-WORTH. Because every girl deserves to know her value. #BreakTheCycle,#BreakTheCycle,1,0,1,SignUp,Education,Celebratory,113,0,,0,,7305,4091,605,176,127,89,191,,0.1605,246,1,4513.15,1833,,,,,0,0,0,0,8.756137479541736e-05,1,8.414972186776641
701,Facebook,fb_8198306103533404,https://facebook.com/lighthouse.ph/posts/8198306103533404,2024-05-03 23:04:00,Friday,23,EducationalContent,Photo,"Our girls are learning. Today's lesson: SELF-WORTH. Because every girl deserves to know her value. #SurvivorStrong, #BeTheChange, #SummerofSafety","#SurvivorStrong, #BeTheChange, #SummerofSafety",3,0,0,,Education,Informative,145,0,,1,2949.03,13849,8286,241,57,42,27,98,,0.0357,119,0,0.0,2489,,,,,0,0,0,0,1.4343109682603457e-05,0,0.0
811,Twitter,tw_5981943617050463,https://twitter.com/lighthouse_ph/status/7394561694980604951,2023-06-13 16:51:00,Tuesday,16,EventPromotion,Video,SAVE THE DATE! Join us on June 23 for Benefit Concert. All proceeds support our girls. https://lighthouse.ph/donate?utm_source=twitter,,0,0,1,ShareStory,EventRecap,Urgent,134,0,,0,,4284,2896,273,88,67,30,124,4806.0,0.1368,111,0,0.0,1228,,,,,0,1,1,0,0.00011140065146579805,0,0.0
3,Twitter,tw_8792828008998924,https://twitter.com/lighthouse_ph/status/9264655169682860803,2023-09-29 18:31:00,Friday,18,Campaign,Text,Join our Summer of Safety campaign! Every peso brings a girl closer to safety and dignity. https://lighthouse.ph/donate?utm_source=twitter,#HopeForGirls,1,0,1,LearnMore,Health,Emotional,138,0,,0,,4036,2397,339,122,94,48,95,,0.2404,219,11,22188.01,522,,,,,1,0,0,0,0.00046053639846743293,1,10.007352400240071
195,Twitter,tw_7805085395470859,https://twitter.com/lighthouse_ph/status/3760332044378987124,2023-11-26 18:07:00,Sunday,18,ImpactStory,Text,From victim to survivor to LEADER. That's Camila's journey. This is why we do what we do. #GivingTuesday,#GivingTuesday,1,0,1,ShareStory,DonorImpact,Grateful,104,1,GivingTuesday,1,373.95,5580,3592,346,55,142,35,205,,0.1247,149,58,156792.56,1222,,,,,1,0,1,0,0.00010204582651391162,1,11.96268531462642
474,LinkedIn,li_8208739481568988,https://linkedin.com/feed/update/urn:li:activity:9914900748947537620,2026-02-03 02:34:00,Tuesday,2,Campaign,Video,"Our Year-End Hope campaign is LIVE! Every peso counts toward keeping our girls safe. Can you help us reach our goal of P75,000? https://lighthouse.ph/donate?utm_source=linkedin",#SafeHaven,1,2,1,LearnMore,Education,Urgent,176,0,,0,,1164,657,24,3,8,1,22,1204.0,0.043,7,0,0.0,463,,,,,0,1,1,0,9.287257019438444e-05,0,0.0
143,YouTube,yt_3919957238785987,https://youtube.com/watch?v=b_huGhW7ykS,2023-09-06 14:21:00,Wednesday,14,FundraisingAppeal,Video,"We're P91,000 short of this month's operating costs. Our girls need meals, medicine, and school supplies every single day. Can you help close the gap? https://lighthouse.ph/donate?utm_source=youtube","#SafeHaven, #DonateNow, #OSAEC, #HumanTrafficking, #Viral",5,0,1,LearnMore,DonorImpact,Urgent,198,0,,0,,2661,1550,215,59,68,24,54,2028.0,0.2149,58,7,12168.31,572,146016.0,72.0,276.0,,0,0,1,1,0.0003756993006993007,1,9.40667248757885
127,Facebook,fb_1608115971404838,https://facebook.com/lighthouse.ph/posts/1608115971404838,2024-03-13 19:30:00,Wednesday,19,EducationalContent,Photo,Learn: The biggest barrier to safety for girls in trafficking is lack of safe housing. What we're doing about it: https://lighthouse.ph/donate?utm_source=facebook,#ProtectChildren,1,3,1,SignUp,Gratitude,Informative,162,0,,0,,4260,3095,152,29,39,23,159,,0.0875,77,0,0.0,2423,,,,,1,0,0,0,3.611225753198514e-05,0,0.0
88,Facebook,fb_3122804358001135,https://facebook.com/lighthouse.ph/posts/3122804358001135,2024-04-06 07:41:00,Saturday,7,EventPromotion,Photo,Mark your calendar: Volunteer Day on April 22 - it's going to be special. https://lighthouse.ph/donate?utm_source=facebook,"#BreakTheCycle, #DonateNow",2,0,0,,Health,Grateful,122,0,Summer of Safety,1,1371.93,3330,2195,61,35,14,7,26,,0.0474,40,0,0.0,2423,,,,,0,0,0,0,1.9562525794469663e-05,0,0.0
588,Facebook,fb_4477045357500211,https://facebook.com/lighthouse.ph/posts/4477045357500211,2025-07-27 20:15:00,Sunday,20,Campaign,Text,"Our Back to School campaign is LIVE! Every peso counts toward keeping our girls safe. Can you help us reach our goal of P114,000? https://lighthouse.ph/donate?utm_source=facebook","#ChildProtection, #DonateNow",2,0,1,SignUp,Gratitude,Hopeful,178,0,,0,,5361,3812,510,151,76,36,169,,0.1475,144,9,40628.07,2489,,,,,0,0,0,0,5.926074728806749e-05,1,10.61223909922928
283,LinkedIn,li_3498468206473259,https://linkedin.com/feed/update/urn:li:activity:7798545280935016248,2025-09-10 18:34:00,Wednesday,18,EducationalContent,Video,Learn: The biggest barrier to safety for girls in trafficking is lack of economic opportunity. What we're doing about it: https://lighthouse.ph/donate?utm_source=linkedin,"#BreakTheCycle, #GiveHope",2,0,0,,Health,Celebratory,170,0,,0,,396,295,20,6,4,1,3,517.0,0.0769,9,0,0.0,463,,,,,1,0,1,0,0.00016609071274298055,0,0.0
427,Facebook,fb_7069908071940850,https://facebook.com/lighthouse.ph/posts/7069908071940850,2024-12-01 17:14:00,Sunday,17,EducationalContent,Photo,Myth: Trafficking always involves movement across borders. TRUTH: Most trafficking happens within national borders. This is why survivors need trauma-informed care. #BeTheChange,#BeTheChange,1,0,1,DonateNow,Gratitude,Celebratory,177,0,,0,,803,497,44,7,9,5,18,,0.1258,18,0,0.0,2479,,,,,0,0,0,0,5.074626865671642e-05,0,0.0
121,WhatsApp,wa_3022791992019986,https://whatsapp.com/channel/lighthouse_ph/3022791992019986,2023-09-02 01:03:00,Saturday,1,EventPromotion,Video,You're invited! Community Fair is happening September 18. We'd love to see you there. https://lighthouse.ph/donate?utm_source=whatsapp,,0,0,1,LearnMore,Health,Hopeful,134,0,,0,,669,488,9,2,2,1,26,507.0,0.0275,2,0,0.0,1517,,,,5.0,0,0,1,0,1.8127883981542518e-05,0,0.0
389,YouTube,yt_7912129421280048,https://youtube.com/watch?v=gStwtTkOtH3,2023-04-27 01:02:00,Thursday,1,ThankYou,Video,"P38,000 might not sound like a lot, but to Ana it means SAFETY. Thank you, Angel. #DonateNow, #NonprofitTikTok","#DonateNow, #NonprofitTikTok",2,0,1,LearnMore,SafehouseLife,Hopeful,110,0,Summer of Safety,0,,1131,800,21,3,5,1,29,1083.0,0.0353,12,0,0.0,620,17328.0,16.0,232.0,,0,0,1,0,5.693548387096774e-05,0,0.0
602,Twitter,tw_2153376963096956,https://twitter.com/lighthouse_ph/status/7524575569414329118,2024-11-14 11:03:00,Thursday,11,ImpactStory,Text,"After 8 months in our program, one of our girls graduated from the Bridge Program with top marks. From a child who couldn't read to a confident student - this is what your support makes possible. Share her story","#ProtectChildren, #YearEndHope, #ChildAbuse",3,0,0,,Reintegration,Celebratory,211,1,GivingTuesday,0,,498,316,39,8,12,3,3,,0.1315,11,3,7389.56,1228,,,,,1,0,1,0,0.00010708469055374593,1,8.907958789149719
662,Facebook,fb_5809958902040457,https://facebook.com/lighthouse.ph/posts/5809958902040457,2024-06-11 20:29:00,Tuesday,20,ImpactStory,Reel,"We don't just provide shelter. We provide HOPE. Meet Rosa, whose life changed because someone believed in her. Be the change",#SafeHaven,1,0,0,,SafehouseLife,Grateful,124,1,,0,,10081,5654,335,60,225,36,93,7213.0,0.0823,149,44,166734.29,2489,,,,,0,1,1,0,3.306548814785054e-05,1,12.024162743994566
274,TikTok,tk_1691095540340572,https://tiktok.com/@lighthouse_ph/video/5870808036081722145,2024-05-22 07:21:00,Wednesday,7,Campaign,Reel,"GivingTuesday CAMPAIGN ALERT: We're raising P161,000 to provide safety and education. Will you help? https://lighthouse.ph/donate?utm_source=tiktok","#SpreadTheWord, #EndViolence, #ChildRights, #NonprofitTikTok",4,0,1,LearnMore,SafehouseLife,Urgent,147,0,Summer of Safety,0,,2794,1744,85,35,28,7,75,1874.0,0.0698,18,3,14501.08,916,,,,,0,0,1,0,7.620087336244542e-05,1,9.582047366396807
300,LinkedIn,li_5787612703236621,https://linkedin.com/feed/update/urn:li:activity:7962046072224007813,2025-03-20 08:22:00,Thursday,8,ThankYou,Text,We say 'thank you' but it never feels like enough. Your generosity is literally saving lives.,#GiveHope,1,1,0,,SafehouseLife,Grateful,93,0,,0,,1669,1041,56,33,18,8,17,,0.1068,31,0,0.0,463,,,,,0,0,0,0,0.0002306695464362851,0,0.0
414,WhatsApp,wa_7582378362744381,https://whatsapp.com/channel/lighthouse_ph/7582378362744381,2025-07-08 05:33:00,Tuesday,5,ImpactStory,Text,Before: afraid. After: empowered. Maria's 12-month journey has been incredible. Read more: https://lighthouse.ph/donate?utm_source=whatsapp,,0,0,0,,SafehouseLife,Urgent,139,1,Back to School,0,,345,196,4,1,1,0,2,,0.0243,1,0,0.0,1543,,,,2.0,0,1,1,0,1.5748541801685028e-05,0,0.0
572,Facebook,fb_7553717496529108,https://facebook.com/lighthouse.ph/posts/7553717496529108,2024-06-03 10:06:00,Monday,10,ImpactStory,Carousel,"It's not magic. It's medicine, school, safety, and LOVE. Elena's transformation started the day she arrived at our door. #EndTrafficking, #HumanTrafficking, #OSAEC","#EndTrafficking, #HumanTrafficking, #OSAEC",3,0,0,,SafehouseLife,Grateful,163,1,,0,,15274,11557,1070,252,339,147,212,,0.0935,265,70,213659.26,2479,,,,,1,1,1,0,3.771682129891085e-05,1,12.27214246238578
77,LinkedIn,li_2120075370259350,https://linkedin.com/feed/update/urn:li:activity:9465985959337153621,2025-12-10 10:26:00,Wednesday,10,ThankYou,Photo,We say 'thank you' but it never feels like enough. Your generosity is literally saving lives.,"#HopeForGirls, #SpreadTheWord, #YearEndHope",3,0,0,,CampaignLaunch,Urgent,93,0,Year-End Hope,1,2565.87,12491,8733,1120,240,293,103,128,,0.1388,183,8,43618.19,457,,,,,1,0,0,0,0.0003037199124726477,1,10.683252470119657
85,Facebook,fb_2803330179926987,https://facebook.com/lighthouse.ph/posts/2803330179926987,2025-06-28 14:43:00,Saturday,14,EventPromotion,Text,Something big is coming July 11. We can't wait to celebrate with you at Benefit Concert. https://lighthouse.ph/donate?utm_source=facebook,"#ChildProtection, #GiveHope, #ChildRights, #ChildAbuse",4,0,1,LearnMore,Education,Urgent,137,0,Back to School,0,,995,749,39,9,17,4,39,,0.0888,14,0,0.0,2423,,,,,0,0,0,0,3.6648782501031784e-05,0,0.0
61,TikTok,tk_1122218923367811,https://tiktok.com/@lighthouse_ph/video/4066564892424950724,2023-12-21 19:44:00,Thursday,19,Campaign,Reel,"The GivingTuesday campaign keeps our lights on and our girls safe. We've raised P87,000 of P81,000. Can we count on you? https://lighthouse.ph/donate?utm_source=tiktok","#SafeHaven, #ChildAbuse, #HumanTrafficking, #Reels",4,0,1,DonateNow,EventRecap,Hopeful,167,0,,0,,10728,7658,1151,297,256,97,253,10599.0,0.18,285,19,92695.63,687,,,,,1,0,1,0,0.00026200873362445414,1,11.437087397063573
504,YouTube,yt_4475956518140945,https://youtube.com/watch?v=brZXlZho6OM,2025-01-28 13:00:00,Tuesday,13,FundraisingAppeal,Video,"We're P59,000 short of this month's operating costs. Our girls need meals, medicine, and school supplies every single day. Can you help close the gap? https://lighthouse.ph/donate?utm_source=youtube","#ProtectChildren, #MakeADifference, #Trending",3,0,1,SignUp,Health,Informative,198,0,,0,,1320,944,79,23,15,6,52,1314.0,0.0858,25,2,1185.4,620,86724.0,66.0,538.0,,0,1,1,1,0.00013838709677419355,1,7.078678790823722
781,LinkedIn,li_7717913141132479,https://linkedin.com/feed/update/urn:li:activity:1655671500929079757,2024-12-20 19:11:00,Friday,19,Campaign,Text,"This December, we're asking for help. P125,000 will cover meals, medicine, and hope for 30 girls. https://lighthouse.ph/donate?utm_source=linkedin",#DonateNow,1,0,1,LearnMore,SafehouseLife,Celebratory,146,0,,0,,949,675,94,22,10,7,31,,0.1394,32,1,6583.42,496,,,,,1,0,0,0,0.0002810483870967742,1,8.79246153133085
147,Facebook,fb_4922826513027424,https://facebook.com/lighthouse.ph/posts/4922826513027424,2025-10-01 14:51:00,Wednesday,14,EventPromotion,Video,Something big is coming October 11. We can't wait to celebrate with you at Volunteer Day. https://lighthouse.ph/donate?utm_source=facebook,"#ProtectChildren, #BeTheChange",2,0,1,LearnMore,Education,Celebratory,138,0,,0,,927,694,44,22,10,5,40,822.0,0.097,15,0,0.0,2423,,,,,0,0,1,0,4.00330169211721e-05,0,0.0
730,WhatsApp,wa_8121453795020061,https://whatsapp.com/channel/lighthouse_ph/8121453795020061,2024-04-25 12:34:00,Thursday,12,ThankYou,Photo,Big thanks to Grace for the recent donation. You're making magic happen. ,,0,2,1,SignUp,Reintegration,Grateful,73,0,,0,,1108,715,20,5,6,2,26,,0.055,7,0,0.0,1543,,,,14.0,0,0,0,0,3.56448476992871e-05,0,0.0
328,WhatsApp,wa_4943326912277641,https://whatsapp.com/channel/lighthouse_ph/4943326912277641,2026-02-18 17:25:00,Wednesday,17,ImpactStory,Photo,Before: afraid. After: empowered. Elena's 12-month journey has been incredible. Read more: https://lighthouse.ph/donate?utm_source=whatsapp,,0,0,0,,Gratitude,Urgent,139,1,,0,,4167,2566,147,26,77,17,43,,0.0857,76,33,135882.11,1543,,,,224.0,0,0,1,0,5.554115359688918e-05,1,11.819550309854812
484,Facebook,fb_5587808890603701,https://facebook.com/lighthouse.ph/posts/5587808890603701,2026-02-01 10:50:00,Sunday,10,Campaign,Photo,"Our Year-End Hope campaign is LIVE! Every peso counts toward keeping our girls safe. Can you help us reach our goal of P52,000? https://lighthouse.ph/donate?utm_source=facebook",#DonateNow,1,0,1,ShareStory,SafehouseLife,Urgent,176,0,,0,,4417,2847,484,145,125,40,89,,0.2022,149,15,32818.02,2479,,,,,1,0,0,0,8.156514723678903e-05,1,10.398763504356708
32,Facebook,fb_3495089548509283,https://facebook.com/lighthouse.ph/posts/3495089548509283,2025-08-02 18:53:00,Saturday,18,FundraisingAppeal,Photo,"This is hard to ask, but our reserve is gone. We're raising P52,000 to make sure our girls don't go without. https://lighthouse.ph/donate?utm_source=facebook","#ChildAbuse, #HumanTrafficking",2,2,1,LearnMore,CampaignLaunch,Emotional,157,0,,0,,3353,2578,334,148,122,28,94,,0.1659,148,20,11335.27,2027,,,,,1,0,0,1,8.184509126788356e-05,1,9.335762599012067
